Date,TemperatureCMax,TemperatureCMin,TemperatureCAvg,TdAvgC,HrAvg,WindkmhDir,WindkmhInt,PresslevHp,Precmm,TotClOct,lowClOct,SunD1h,VisKm,station_ID,WindkmhGust,PreselevHp,SnowDepcm
2022-01-07,32.2,25.3,28.1,23.2,76.0,NNE,9.8,1011.5,0.0,6.9,1.9,11.2,13.8,48698,NA,NA,384
2022-01-08,31.7,25.9,28.3,24.2,79.1,NNE,11.7,1011.5,0.0,7.0,3.1,9.9,14.0,48698,NA,NA,578
2022-01-09,31.4,25.6,27.8,24.2,81.0,NNE,10.9,1011.0,Tr,6.8,2.4,4.7,12.8,48698,NA,NA,----
2022-01-10,31.7,25.4,27.9,23.5,77.9,NNE,11.7,1010.2,0.0,6.9,1.6,10.4,13.2,48698,NA,NA,----
2022-01-11,31.5,24.9,27.6,22.8,75.7,NNE,10.8,1012.1,0.0,7.0,1.5,9.8,11.9,48698,NA,NA,0
2022-01-12,31.1,25.2,27.5,23.1,77.3,NNE,12.3,1012.0,----,7.0,1.7,7.8,12.9,48698,NA,NA,----
2022-01-13,31.4,24.3,27.3,22.1,73.6,NNE,12.0,1012.4,0.0,6.7,1.0,9.7,12.6,48698,NA,NA,----
2022-01-14,31.6,24.8,27.5,22.2,74.0,NNE,11.5,1012.2,0.0,6.9,1.2,11.0,11.6,48698,NA,NA,----
2022-01-15,31.7,25.2,27.6,21.7,71.4,NNE,11.9,1011.9,0.0,7.0,1.2,9.7,11.6,48698,NA,NA,----
2022-01-16,31.9,25.5,28,23.0,75.5,NNE,12.7,1011.7,0.0,7.0,1.9,9.7,11.5,48698,NA,NA,----
2022-01-17,31.8,26.0,28.2,23.6,77.4,NNE,13.2,1011.4,2.0,7.0,3.8,8.8,10.5,48698,NA,NA,----
2022-01-18,31.2,25.6,27.5,23.1,76.9,NNE,12.7,1011.0,0.6,7.0,2.1,6.6,12.2,48698,NA,NA,----
2022-01-19,32.4,25.1,27.2,22.9,78.5,NNE,9.8,1010.4,4.2,6.9,2.1,10.1,9.2,48698,NA,NA,----
2022-01-20,30.6,24.1,27,22.8,77.8,NNE,9.5,1010.4,1.4,7.0,2.2,7.3,11.2,48698,NA,NA,300
2022-01-21,31.7,24.8,27.3,22.8,76.7,NNE,10.3,1010.4,1.0,7.0,1.9,4.8,12.8,48698,NA,NA,----
2022-01-22,32.1,25.2,27.7,22.9,76.0,NE,13.0,1010.2,0.0,7.0,1.2,11.1,13.8,48698,NA,NA,402
2022-01-23,32.3,24.6,27.9,22.8,75.4,NE,9.3,1009.5,0.0,6.8,1.5,9.1,13.1,48698,NA,NA,380
2022-01-24,32.6,24.8,27.9,22.9,75.3,NE,9.3,1009.4,0.0,7.0,1.1,11.1,12.7,48698,NA,NA,203
2022-01-25,32.7,24.9,27.9,22.9,75.6,NNE,9.8,1009.4,0.0,6.9,1.9,0.5,13.0,48698,NA,NA,----
2022-01-26,32.4,25.3,28.1,22.8,73.9,NNE,9.4,1010.1,0.0,7.0,2.4,10.3,13.5,48698,NA,NA,----
2022-01-27,33.0,24.9,27.9,22.5,74.0,NNE,10.0,1010.0,0.0,6.9,1.4,9.3,11.2,48698,NA,NA,----
2022-01-28,32.4,24.7,27.9,22.2,72.3,NNE,9.4,1010.8,----,6.9,1.4,9.2,11.8,48698,NA,NA,----
2022-01-29,33.1,24.8,28.3,22.7,73.3,NE,10.5,1010.5,0.0,6.9,1.4,11.0,13.2,48698,NA,NA,----
2022-01-29,33.1,24.8,28.3,22.7,73.3,NE,10.5,1010.5,0.0,6.9,1.4,11.0,13.2,48698,NA,NA,----
2022-01-30,32.9,24.7,28.1,23.0,75.3,NE,11.0,1010.2,0.0,6.8,1.1,10.0,13.1,48698,NA,NA,----
2022-01-30,32.9,24.7,28.1,23.0,75.3,NE,11.0,1010.2,0.0,6.8,1.1,10.0,13.1,48698,NA,NA,----
2022-01-31,32.8,24.6,27.8,23.4,78.1,NNE,9.7,1009.9,4.0,7.0,2.1,8.6,11.6,48698,NA,NA,----
2022-01-31,32.8,24.6,27.8,23.4,78.1,NNE,9.7,1009.9,4.0,7.0,2.1,8.6,11.6,48698,NA,NA,----
2022-02-01,32.8,25.6,28.5,23.2,74.4,NE,12.1,1009.4,0.0,7.0,1.8,9.2,14.5,48698,NA,NA,----
2022-02-01,32.8,25.6,28.5,23.2,74.4,NE,12.1,1009.4,0.0,7.0,1.8,9.2,14.5,48698,NA,NA,----
2022-02-02,32.6,25.2,28.2,23.0,74.9,NE,10.6,1010.1,0.0,6.9,1.8,9.4,15.5,48698,NA,NA,----
2022-02-03,33.2,25.7,28.7,23.5,75.0,NE,11.7,1010.1,0.0,7.0,1.6,10.3,14.5,48698,NA,NA,----
2022-02-04,33.6,26.5,28.9,23.7,74.5,NE,13.7,1009.4,0.2,7.0,2.0,10.9,13.5,48698,NA,NA,500
2022-02-05,33.3,25.7,28.6,23.5,75.1,NE,14.9,1009.2,0.2,7.0,2.6,9.7,13.1,48698,NA,NA,----
2022-02-06,32.7,25.1,27.1,23.9,83.6,NNE,8.9,1010.0,9.6,7.5,4.1,5.5,9.8,48698,NA,NA,----
2022-02-07,29.9,24.2,26.2,23.9,87.1,NNW,6.7,1010.1,11.8,7.1,2.2,0.0,9.5,48698,NA,NA,109
2022-02-08,30.1,24.3,26.2,23.5,85.9,N,7.3,1010.2,2.4,7.8,3.0,0.1,11.4,48698,NA,NA,576
2022-02-09,30.8,25.0,27.2,23.6,81.1,NNE,7.6,1010.1,0.2,7.0,2.2,1.9,14.0,48698,NA,NA,715
2022-02-10,31.5,24.1,25.2,23.8,92.9,NW,5.3,1010.2,47.0,7.6,3.2,4.2,6.5,48698,NA,NA,----
2022-02-11,29.1,23.3,24.8,22.3,85.8,NNW,5.9,1009.4,2.5,7.6,1.3,0.0,11.1,48698,NA,NA,----
2022-02-12,30.7,24.1,26.4,23.1,82.9,N,6.9,1008.7,3.0,7.1,1.2,0.1,11.8,48698,NA,NA,----
2022-02-13,31.8,24.6,27.8,23.1,76.2,NNE,9.3,1007.2,----,7.0,1.8,9.5,13.1,48698,NA,NA,----
2022-02-14,32.2,23.7,27.2,24.1,84.1,NNE,7.8,1007.1,22.0,7.0,2.4,7.3,10.7,48698,NA,NA,----
2022-02-15,31.7,25.4,28.2,24.3,79.6,E,10.8,1008.0,Tr,7.0,2.1,6.7,14.1,48698,NA,NA,----
2022-02-16,31.9,23.4,27,23.7,83.4,ESE,10.3,1007.9,16.0,7.1,2.6,5.5,11.8,48698,NA,NA,----
2022-02-17,31.1,22.6,26.6,22.9,79.9,NE,5.7,1007.5,0.2,7.0,1.9,0.5,11.8,48698,NA,NA,----
2022-02-18,31.5,25.3,28.6,24.0,76.9,ENE,12.0,1007.9,0.0,7.0,1.8,7.2,13.2,48698,NA,NA,----
2022-02-19,32.3,26.2,28.4,24.0,78.3,NE,9.6,1010.0,5.0,6.9,1.6,10.4,14.5,48698,NA,NA,----
2022-02-20,32.6,25.9,28.1,24.3,80.5,NE,8.1,1009.8,0.2,6.9,1.6,8.5,12.6,48698,NA,NA,----
2022-02-21,32.9,23.5,27.2,23.8,83.2,NNE,7.4,1010.1,12.0,7.0,1.7,6.8,11.9,48698,NA,NA,----
2022-02-22,32.3,25.3,28,23.4,76.7,NNE,10.7,1010.3,0.0,6.9,1.5,8.4,14.8,48698,NA,NA,----
2022-02-23,32.2,25.6,28.2,23.2,75.6,NNE,9.3,1011.1,0.0,6.9,1.8,7.8,14.1,48698,NA,NA,----
2022-02-24,31.8,23.5,26.3,22.9,83.1,NNW,9.7,1012.1,18.4,7.2,2.4,7.5,11.8,48698,NA,NA,----
2022-02-25,30.2,24.2,26.5,22.1,77.1,NW,8.5,1010.8,Tr,7.1,2.0,0.0,14.0,48698,NA,NA,----
2022-02-26,32.6,23.2,26.9,23.3,82.3,E,6.0,1010.1,25.0,7.0,2.6,10.9,13.0,48698,NA,NA,----
2022-02-27,30.4,25.5,27.1,23.9,83.0,ENE,11.3,1010.8,Tr,7.0,2.0,2.3,12.9,48698,NA,NA,----
2022-02-28,31.2,24.9,27.3,24.0,82.4,NE,10.0,1010.9,0.6,7.0,1.9,6.3,11.0,48698,NA,NA,----
2022-03-01,32.4,25.8,28.2,23.7,77.7,NE,12.6,1010.6,0.0,7.0,2.1,8.9,12.6,48698,NA,NA,NA
2022-03-01,32.4,25.8,28.2,23.7,77.7,NE,12.6,1010.6,0.0,7.0,2.1,8.9,12.6,48698,NA,NA,----
2022-03-02,32.2,25.5,28.2,24.0,79.1,NNE,9.2,1010.7,0.0,7.0,2.1,5.0,12.2,48698,NA,NA,NA
2022-03-03,32.6,23.4,27.3,23.8,82.3,N,8.5,1010.1,11.0,7.0,2.1,7.2,11.5,48698,NA,NA,NA
2022-03-04,32.9,24.6,27.7,23.8,80.2,N,7.6,1009.9,2.2,7.0,2.8,6.9,12.0,48698,NA,NA,NA
2022-03-05,33.0,25.5,28.1,23.4,76.7,N,8.1,1009.3,Tr,7.0,2.4,9.0,13.2,48698,NA,NA,NA
2022-03-06,33.7,23.5,26.5,23.8,86.2,N,4.9,1009.5,7.2,7.0,2.8,6.0,11.1,48698,NA,NA,NA
2022-03-07,32.1,25.8,27.7,24.3,82.1,NNE,6.6,1009.4,3.0,7.0,2.2,2.3,13.4,48698,NA,NA,NA
2022-03-08,33.0,25.5,27.9,24.0,80.3,NE,7.8,1009.2,1.2,7.0,3.0,5.4,12.2,48698,NA,NA,NA
2022-03-09,32.2,26.2,28.4,24.0,77.7,NE,9.3,1008.9,0.0,7.0,3.1,9.5,14.5,48698,NA,NA,NA
2022-03-10,31.7,24.9,27.8,24.1,81.0,NE,12.3,1008.7,0.8,7.1,3.1,4.8,11.6,48698,NA,NA,NA
2022-03-11,32.1,24.7,28.3,24.1,78.4,NE,10.9,1008.0,0.0,7.0,2.4,4.0,12.1,48698,NA,NA,NA
2022-03-12,32.7,25.3,28,23.8,78.7,NNE,8.5,1007.4,5.0,7.0,2.2,6.1,11.6,48698,NA,NA,NA
2022-03-13,33.0,24.8,28.3,23.4,75.7,NNE,8.8,1007.0,Tr,7.0,1.5,8.4,12.0,48698,NA,NA,NA
2022-03-14,33.8,26.7,29,24.6,78.1,ENE,10.7,1007.5,Tr,7.0,3.6,8.6,12.8,48698,NA,NA,NA
2022-03-15,31.8,26.7,28.4,23.9,77.6,NNE,9.0,1007.7,0.2,7.0,2.0,8.0,12.2,48698,NA,NA,NA
2022-03-16,32.3,23.8,26.2,23.2,83.7,N,4.8,1007.6,30.4,7.1,1.6,2.7,12.5,48698,NA,NA,NA
2022-03-17,31.9,25.6,28.5,24.0,78.0,E,8.3,1007.4,8.0,7.0,2.0,7.7,12.0,48698,NA,NA,NA
2022-03-18,32.0,24.2,27.6,24.4,82.8,NNW,5.5,1007.9,1.0,7.0,2.2,5.4,10.4,48698,NA,NA,NA
2022-03-19,33.5,26.1,28.4,24.3,79.3,SSE,6.7,1007.2,0.8,7.0,1.6,6.0,12.5,48698,NA,NA,NA
2022-03-20,33.0,25.2,28.4,24.2,79.4,SE,8.5,1007.4,Tr,7.0,2.4,8.8,11.8,48698,NA,NA,NA
2022-03-21,31.7,23.0,28.1,22.3,72.1,SW,6.5,1009.2,2.2,7.0,1.5,6.4,13.1,48698,NA,NA,NA
2022-03-22,33.0,24.5,29.5,24.4,75.8,SSE,10.3,1009.6,5.0,7.0,2.1,3.4,11.8,48698,NA,NA,NA
2022-03-23,31.8,26.0,28.4,25.1,81.8,ENE,7.6,1009.8,0.4,7.0,1.6,2.7,13.8,48698,NA,NA,NA
2022-03-24,33.3,25.8,28.5,24.3,79.1,NE,6.9,1009.3,0.0,7.0,1.6,7.1,10.8,48698,NA,NA,NA
2022-03-25,34.2,24.4,28.8,24.9,80.9,NE,7.8,1009.5,23.2,7.0,2.1,7.8,11.5,48698,NA,NA,NA
2022-03-26,33.6,24.4,28.6,24.9,81.1,NE,6.0,1010.5,23.0,7.0,2.1,8.0,11.8,48698,NA,NA,NA
2022-03-27,33.9,25.2,28,23.6,78.2,NNE,7.1,1010.8,0.2,7.0,2.0,7.7,11.1,48698,NA,NA,NA
2022-03-28,33.2,26.4,29,24.6,78.1,ENE,7.6,1010.0,0.2,7.0,2.4,5.9,11.2,48698,NA,NA,NA
2022-03-29,33.4,24.1,27.5,24.4,84.1,NNE,6.9,1009.6,37.0,7.0,1.9,6.7,12.5,48698,NA,NA,NA
2022-03-30,33.0,24.0,28.5,24.1,78.1,NE,7.0,1009.1,1.2,7.0,2.5,7.9,11.8,48698,NA,NA,NA
2022-03-31,33.7,25.1,29.1,24.6,78.3,ENE,8.0,1009.2,Tr,7.0,2.7,7.8,12.8,48698,NA,NA,NA
2022-03-31,33.7,25.1,29.1,24.6,78.3,ENE,8.0,1009.2,Tr,7.0,2.7,7.8,12.8,48698,NA,NA,NA
2022-04-01,33.3,24.8,28.1,24.3,79.8,NNW,4.3,1009.7,0.8,7.0,2.0,6.8,9.0,48698,NA,NA,NA
2022-04-01,33.3,24.8,28.1,24.3,79.8,NNW,4.3,1009.7,0.8,7.0,2.0,6.8,9.0,48698,NA,NA,NA
2022-04-02,34.0,26.4,28.8,24.1,76.9,NNW,5.5,1009.9,2.0,7.0,2.1,8.4,10.4,48698,NA,NA,NA
2022-04-03,32.2,24.7,27.3,23.6,81.8,N,5.5,1010.0,9.0,7.0,2.4,5.3,10.1,48698,NA,NA,NA
2022-04-04,32.0,24.4,27.4,22.8,76.9,N,5.3,1010.5,0.0,7.0,1.5,1.4,13.2,48698,NA,NA,NA
2022-04-05,32.3,26.1,28.4,23.9,78.0,NNE,6.6,1011.2,0.0,7.0,1.9,8.9,12.6,48698,NA,NA,NA
2022-04-06,31.9,26.4,28.7,23.7,75.2,NNE,7.6,1011.3,Tr,7.0,1.8,5.1,11.8,48698,NA,NA,NA
2022-04-07,33.3,23.8,26.3,23.4,85.3,NW,6.4,1011.1,12.5,7.1,3.6,7.2,11.1,48698,NA,NA,NA
2022-04-08,32.3,24.5,27.2,23.6,81.3,NNW,3.8,1010.6,0.6,7.2,1.8,0.0,12.4,48698,NA,NA,NA
2022-04-09,32.9,23.5,26.7,23.5,83.5,NNW,7.6,1010.4,3.0,7.0,2.9,6.8,12.0,48698,NA,NA,NA
2022-04-10,31.7,24.3,27.7,24.2,81.8,E,5.9,1009.7,2.0,7.0,2.0,1.8,11.2,48698,NA,NA,NA
2022-04-11,32.4,25.6,26.8,24.3,86.9,NNE,4.6,1009.7,7.0,7.0,2.2,4.9,11.8,48698,NA,NA,NA
2022-04-12,31.8,25.0,27.3,23.9,81.7,ENE,4.1,1009.3,Tr,7.0,1.6,3.5,10.5,48698,NA,NA,NA
2022-04-13,32.0,26.4,28.9,24.3,77.4,S,5.8,1008.2,Tr,7.0,1.6,5.7,9.8,48698,NA,NA,NA
2022-04-14,32.1,24.0,28,23.9,78.2,WSW,6.3,1008.1,0.6,7.0,1.6,4.1,13.2,48698,NA,NA,NA
2022-04-15,32.5,24.4,28.8,24.6,78.8,WSW,5.8,1008.4,35.0,7.1,1.8,7.9,12.2,48698,NA,NA,NA
2022-04-16,32.0,23.6,28.9,23.9,75.2,WSW,5.7,1008.3,8.0,7.0,1.5,3.3,13.2,48698,NA,NA,NA
2022-04-17,32.7,25.6,29.7,24.7,75.1,SSE,8.3,1007.5,0.0,7.0,1.4,8.3,13.5,48698,NA,NA,NA
2022-04-18,33.1,24.1,27.1,24.5,86.8,NE,7.7,1008.3,65.8,7.6,2.0,7.4,9.9,48698,NA,NA,NA
2022-04-19,33.1,25.0,28.9,24.1,76.1,NNE,6.1,1009.4,0.0,7.0,1.9,4.5,11.6,48698,NA,NA,NA
2022-04-20,32.9,23.6,27.7,24.6,84.4,NNE,6.4,1009.6,16.0,7.0,2.2,5.4,7.9,48698,NA,NA,NA
2022-04-21,32.7,23.5,27.6,24.3,83.9,NNE,6.1,1009.2,27.0,7.1,2.8,6.0,9.4,48698,NA,NA,NA
2022-04-22,32.9,23.1,27.5,24.4,82.6,NNE,4.9,1009.0,Tr,7.0,1.5,0.9,11.9,48698,NA,NA,NA
2022-04-23,33.5,26.5,29.7,24.7,75.6,ENE,9.3,1008.6,0.0,6.9,1.9,7.9,13.0,48698,NA,NA,NA
2022-04-24,33.4,26.7,29.4,24.5,75.9,NE,6.7,1008.2,Tr,7.0,1.4,9.0,13.4,48698,NA,NA,NA
2022-04-25,32.7,27.3,29.4,24.9,77.1,ESE,7.9,1007.5,0.0,7.0,2.1,5.2,13.5,48698,NA,NA,NA
2022-04-26,32.6,26.2,28.5,24.3,79.3,SSE,6.1,1008.0,0.4,7.0,1.8,8.0,10.2,48698,NA,NA,NA
2022-04-27,32.1,25.4,28.8,24.6,79.1,ENE,6.3,1007.6,22.0,7.1,2.5,1.5,11.6,48698,NA,NA,NA
2022-04-28,32.8,25.0,27.9,25.3,85.4,E,5.0,1007.6,2.2,7.0,2.2,3.1,12.0,48698,NA,NA,NA
2022-04-29,33.0,24.9,27.8,25.0,86.0,W,5.8,1007.9,26.6,7.1,2.6,7.0,9.1,48698,NA,NA,NA
2022-04-30,32.4,25.2,28.2,24.9,82.6,SW,6.3,1007.6,2.0,7.0,1.5,5.0,11.8,48698,NA,NA,NA
2022-05-01,33.3,27.1,28.9,25.3,82.0,WSW,4.9,1007.3,0.2,7.0,2.2,3.6,9.6,48698,NA,NA,NA
2022-05-01,33.3,27.1,28.9,25.3,82.0,WSW,4.9,1007.3,0.2,7.0,2.2,3.6,9.6,48698,NA,NA,NA
2022-05-02,32.6,24.8,28.3,24.7,81.6,WSW,6.4,1007.5,4.0,7.0,2.1,3.7,13.1,48698,NA,NA,NA
2022-05-03,31.1,24.7,28.5,23.9,76.9,SW,8.0,1008.2,4.0,7.1,1.8,5.9,13.5,48698,NA,NA,NA
2022-05-04,31.6,24.9,28.8,24.4,77.8,WSW,7.7,1008.4,1.0,7.0,2.4,6.3,13.4,48698,NA,NA,NA
2022-05-05,30.9,25.9,29.1,24.8,77.7,SW,7.3,1008.3,0.0,7.0,1.9,2.8,14.2,48698,NA,NA,NA
2022-05-06,32.4,27.8,29.7,24.8,75.4,SSW,7.0,1006.9,0.0,7.0,1.2,6.2,14.2,48698,NA,NA,NA
2022-05-07,33.3,26.1,29.8,25.1,77.4,S,10.3,1006.8,Tr,7.0,2.9,8.5,13.2,48698,NA,NA,NA
2022-05-08,32.1,25.3,27.2,24.4,84.4,SSE,8.1,1007.2,2.8,7.0,2.8,3.3,12.5,48698,NA,NA,NA
2022-05-09,32.4,25.6,29.4,25.1,77.6,SE,12.7,1007.3,0.0,7.0,3.0,0.1,14.4,48698,NA,NA,NA
2022-05-10,32.9,27.0,29.9,25.6,78.8,ESE,12.4,1007.7,1.2,7.0,2.0,8.6,13.6,48698,NA,NA,NA
2022-05-11,33.4,25.0,28.8,24.7,80.5,SE,10.2,1008.7,9.2,7.2,2.4,10.1,13.1,48698,NA,NA,NA
2022-05-12,33.5,25.9,29.4,24.7,76.6,WNW,4.2,1008.6,Tr,7.0,1.8,0.0,11.2,48698,NA,NA,NA
2022-05-13,34.8,26.6,29.8,23.9,72.4,NNE,7.3,1008.8,0.0,7.0,1.8,11.1,13.0,48698,NA,NA,NA
2022-05-14,34.1,27.9,30.2,25.1,74.9,ENE,8.7,1008.9,0.0,7.0,2.1,8.2,13.1,48698,NA,NA,NA
2022-05-15,33.4,28.0,29.9,25.7,78.3,ESE,10.8,1010.1,Tr,7.0,2.5,7.8,12.5,48698,NA,NA,NA
2022-05-16,33.4,25.0,28,23.7,78.6,WSW,6.3,1010.1,1.0,7.0,1.6,6.7,10.4,48698,NA,NA,NA
2022-05-17,33.5,26.2,28.4,24.4,79.7,W,6.1,1010.1,Tr,7.0,1.8,3.5,11.8,48698,NA,NA,NA
2022-05-18,32.7,27.4,30.1,24.7,73.2,S,8.3,1010.1,0.0,7.0,1.5,10.8,13.8,48698,NA,NA,NA
2022-05-19,33.2,27.8,29.9,24.8,75.0,SSE,12.0,1010.5,Tr,7.0,2.5,10.3,12.0,48698,NA,NA,NA
2022-05-20,32.9,27.1,28.8,24.4,77.8,WSW,3.9,1010.6,Tr,7.0,2.0,2.7,11.1,48698,NA,NA,NA
2022-05-21,32.5,25.2,28.1,23.9,79.0,W,5.9,1009.4,0.4,6.9,2.1,3.6,10.6,48698,NA,NA,NA
2022-05-22,33.0,23.5,28.9,24.9,80.0,SSW,7.4,1007.8,30.0,7.1,2.1,7.5,10.4,48698,NA,NA,NA
2022-05-23,33.3,26.8,29.6,24.3,74.5,SSW,6.4,1007.1,0.0,7.0,1.6,9.2,12.2,48698,NA,NA,NA
2022-05-24,33.4,24.9,28.6,24.7,80.6,ESE,8.0,1008.5,5.0,7.0,1.9,9.0,12.0,48698,NA,NA,NA
2022-05-25,33.7,27.3,30.2,24.7,73.8,E,8.3,1010.2,Tr,7.0,2.9,9.9,10.8,48698,NA,NA,NA
2022-05-26,34.2,23.8,27.1,23.7,82.5,NW,6.4,1010.4,45.0,7.1,1.5,6.3,11.4,48698,NA,NA,NA
2022-05-27,32.8,26.5,29.6,24.7,75.3,WSW,6.5,1008.7,Tr,7.0,2.0,6.1,12.2,48698,NA,NA,NA
2022-05-28,33.6,27.4,29.4,24.3,74.7,WNW,6.4,1008.7,0.0,7.0,2.0,7.1,12.5,48698,NA,NA,NA
2022-05-29,34.3,27.6,30.2,23.2,67.0,W,5.4,1008.5,0.0,7.0,1.1,8.9,14.4,48698,NA,NA,NA
2022-05-30,35.4,27.4,30.5,23.7,69.3,W,5.7,1008.0,0.0,7.0,1.8,10.3,13.5,48698,NA,NA,NA
2022-05-31,34.5,27.7,30.3,24.8,73.4,E,8.2,1007.4,Tr,7.0,2.1,8.0,11.2,48698,NA,NA,NA
2022-05-31,34.5,27.7,30.3,24.8,73.4,E,8.2,1007.4,Tr,7.0,2.1,8.0,11.2,48698,NA,NA,NA
2022-06-01,32.7,27.1,29.8,24.6,74.3,S,8.1,1007.8,Tr,7.0,2.6,6.7,10.8,48698,NA,NA,NA
2022-06-01,32.7,27.1,29.8,24.6,74.3,S,8.1,1007.8,Tr,7.0,2.6,6.7,10.8,48698,NA,NA,NA
2022-06-02,32.5,26.5,28.8,24.8,79.8,S,7.3,1008.4,Tr,7.0,2.8,3.7,11.4,48698,NA,NA,NA
2022-06-03,32.5,23.9,27.5,24.1,82.5,SW,6.3,1009.6,59.4,7.5,2.1,2.2,10.7,48698,NA,NA,NA
2022-06-04,31.1,23.6,28.1,23.9,78.6,SW,5.3,1010.0,13.0,7.1,1.9,1.5,10.3,48698,NA,NA,NA
2022-06-05,31.8,23.7,29.4,24.2,74.4,S,7.5,1009.4,0.2,7.0,1.9,7.0,13.4,48698,NA,NA,NA
2022-06-06,31.9,25.0,27.4,24.0,82.7,SSW,5.4,1009.2,3.6,7.0,2.2,5.5,11.9,48698,NA,NA,NA
2022-06-07,31.2,24.7,28.2,24.3,80.5,S,6.6,1008.6,7.0,7.0,1.9,7.0,11.9,48698,NA,NA,NA
2022-06-08,32.2,24.5,27.9,24.5,82.1,NE,4.4,1009.1,0.2,7.0,1.4,1.5,11.9,48698,NA,NA,NA
2022-06-09,33.6,25.1,28,23.9,80.0,WNW,5.3,1009.0,9.0,7.0,1.8,8.3,9.2,48698,NA,NA,NA
2022-06-10,31.6,23.9,27.7,23.9,80.4,SSW,5.3,1009.2,18.2,7.1,2.4,0.9,9.9,48698,NA,NA,NA
2022-06-11,32.5,22.9,27.8,23.7,79.4,WNW,5.9,1009.1,39.0,7.2,3.4,7.6,10.6,48698,NA,NA,NA
2022-06-12,32.1,26.0,27.6,23.7,79.7,NW,6.2,1010.0,Tr,7.1,2.8,3.9,10.8,48698,NA,NA,NA
2022-06-13,31.5,23.9,27.8,23.7,78.8,N,5.2,1009.9,2.0,7.0,2.2,0.0,12.2,48698,NA,NA,NA
2022-06-14,31.9,24.3,28,23.9,79.7,SW,6.5,1009.6,0.8,7.0,2.6,5.9,13.1,48698,NA,NA,NA
2022-06-15,31.2,26.6,28.8,24.3,77.4,SSW,5.6,1009.3,Tr,7.0,2.5,7.2,12.8,48698,NA,NA,NA
2022-06-16,31.5,25.7,27.8,24.3,82.4,WNW,5.5,1010.1,1.6,7.0,2.8,8.3,9.1,48698,NA,NA,NA
2022-06-17,30.5,25.2,27,23.5,81.0,S,6.5,1010.5,1.4,7.1,1.2,1.5,11.8,48698,NA,NA,NA
2022-06-18,31.0,26.3,28.4,23.4,75.3,SSE,6.5,1010.3,Tr,7.0,2.6,1.1,13.0,48698,NA,NA,NA
2022-06-19,31.7,25.3,27.5,23.7,80.5,NW,5.0,1010.0,2.0,7.0,2.1,7.2,11.6,48698,NA,NA,NA
2022-06-20,31.2,24.0,27.2,23.8,82.5,WNW,5.3,1009.0,15.6,7.1,3.5,5.8,9.6,48698,NA,NA,NA
2022-06-21,29.9,24.0,27.4,23.9,81.1,WSW,4.7,1007.9,0.2,7.1,2.4,0.0,12.0,48698,NA,NA,NA
2022-06-22,30.0,26.5,27.6,23.9,80.1,SSW,7.3,1008.7,Tr,7.0,2.4,3.3,13.5,48698,NA,NA,NA
2022-06-23,30.9,25.2,28.1,23.6,77.1,SSW,7.6,1010.0,4.0,7.0,2.5,5.3,13.4,48698,NA,NA,NA
2022-06-24,31.1,25.2,27.3,23.8,81.1,SW,6.3,1009.9,7.2,7.0,3.6,4.4,12.6,48698,NA,NA,NA
2022-06-25,31.1,23.5,27.2,23.5,81.0,WSW,6.2,1008.7,16.6,7.0,2.9,7.1,13.1,48698,NA,NA,NA
2022-06-26,30.7,25.7,27.9,23.8,78.1,S,7.1,1008.7,Tr,7.0,1.5,0.3,14.5,48698,NA,NA,NA
2022-06-27,31.9,27.1,29,24.6,77.6,S,8.4,1009.7,0.0,7.0,2.0,9.1,14.5,48698,NA,NA,NA
2022-06-28,32.4,27.2,29.2,24.3,75.6,S,8.6,1008.6,0.0,7.0,1.8,9.3,13.2,48698,NA,NA,NA
2022-06-29,32.0,25.6,27.8,23.8,79.1,W,4.9,1007.7,Tr,7.0,2.0,6.5,13.8,48698,NA,NA,NA
2022-06-30,31.8,23.9,28,23.3,76.9,SW,7.2,1007.7,10.4,7.2,2.1,10.2,14.0,48698,NA,NA,NA
2022-07-01,31.4,25.8,28.2,23.5,76.2,SSW,8.6,1007.5,0.2,7.2,1.4,0.0,13.5,48698,NA,NA,NA
2022-07-01,31.4,25.8,28.2,23.5,76.2,SSW,8.6,1007.5,0.2,7.2,1.4,0.0,13.5,48698,NA,NA,NA
2022-07-02,31.8,26.0,28.9,23.5,73.1,SSW,9.8,1007.7,4.0,6.9,1.8,10.4,12.5,48698,NA,NA,NA
2022-07-03,31.7,24.6,29.1,23.5,71.9,SSW,8.3,1007.3,0.0,6.8,1.5,8.7,12.4,48698,NA,NA,NA
2022-07-04,32.0,27.1,29.4,24.0,73.3,SSW,6.6,1007.4,0.0,6.8,1.5,7.9,13.8,48698,NA,NA,NA
2022-07-05,32.5,24.7,28.3,24.6,81.5,SSE,7.7,1008.0,12.4,7.0,2.9,8.3,12.5,48698,NA,NA,NA
2022-07-06,30.9,25.5,27.5,24.1,81.7,S,7.2,1009.3,3.4,7.5,2.2,2.1,13.9,48698,NA,NA,NA
2022-07-07,31.5,27.2,29,24.0,74.6,SSW,6.2,1009.7,0.0,7.0,2.1,0.2,14.8,48698,NA,NA,NA
2022-07-08,32.4,24.6,28.8,23.9,75.8,SSW,8.0,1009.3,7.0,6.9,2.2,10.0,14.0,48698,NA,NA,NA
2022-07-09,31.3,25.4,29.1,23.6,72.3,SW,6.5,1008.2,0.0,7.0,1.1,5.5,13.8,48698,NA,NA,NA
