Date,TemperatureCMax,TemperatureCMin,TemperatureCAvg,TdAvgC,HrAvg,WindkmhDir,WindkmhInt,PresslevHp,Precmm,TotClOct,lowClOct,SunD1h,VisKm,station_ID,WindkmhGust,PreselevHp,SnowDepcm
2021-07-03,33.0,26.4,28.7,24.2,76.9,SSW,6.7,1009.4,Tr,7.0,2.5,5.9,14.4,48698,NA,NA,NA
2021-07-04,32.7,23.5,26.6,24.0,87.6,SW,6.0,1009.4,27.4,7.5,3.1,4.6,11.8,48698,NA,NA,NA
2021-07-05,29.2,24.8,27.7,24.4,82.1,SW,3.7,1008.8,2.0,6.8,1.8,0.0,13.8,48698,NA,NA,NA
2021-07-06,30.5,26.1,28.5,24.0,76.6,SW,5.8,1008.2,Tr,7.0,1.4,6.8,12.0,48698,NA,NA,NA
2021-07-07,31.1,26.3,28.2,24.2,79.0,S,4.4,1008.9,Tr,7.2,1.2,0.6,8.8,48698,NA,NA,NA
2021-07-08,31.6,26.7,29,24.1,76.0,SSE,7.9,1009.0,0.0,7.0,1.6,3.2,10.5,48698,NA,NA,NA
2021-07-09,32.5,27.2,29.7,24.2,72.8,SSE,12.0,1008.2,0.0,7.0,1.8,8.1,13.0,48698,NA,NA,NA
2021-07-10,32.5,24.7,27.7,24.2,84.0,SE,7.4,1007.9,11.0,7.2,3.8,8.5,9.9,48698,NA,NA,NA
2021-07-11,29.4,24.2,26.6,23.5,83.1,NE,4.2,1008.9,19.2,7.0,2.2,1.9,13.2,48698,NA,NA,NA
2021-07-12,31.0,23.4,26.4,23.9,84.6,N,5.6,1010.1,2.0,7.2,1.4,2.0,12.2,48698,NA,NA,NA
2021-07-13,32.6,23.2,25.5,23.3,90.9,W,8.3,1009.9,116.8,7.5,4.6,9.0,7.2,48698,NA,NA,NA
2021-07-14,28.5,23.2,26.1,22.6,79.7,S,8.8,1009.4,1.1,7.6,1.4,0.0,12.5,48698,NA,NA,NA
2021-07-15,31.1,25.2,27.4,23.6,79.9,SSW,6.3,1009.1,Tr,7.4,1.0,0.0,12.1,48698,NA,NA,NA
2021-07-16,32.3,25.9,29.5,23.8,71.7,SSE,12.3,1010.3,0.0,7.0,1.5,9.9,14.2,48698,NA,NA,NA
2021-07-17,32.8,27.3,29.5,24.1,73.4,SSE,11.1,1009.9,0.0,6.6,1.8,8.5,14.5,48698,NA,NA,NA
2021-07-18,32.3,27.1,29.6,24.3,74.1,S,10.7,1009.0,0.0,7.0,1.6,10.1,13.0,48698,NA,NA,NA
2021-07-19,32.5,27.2,29.3,24.2,75.4,S,8.6,1008.9,0.2,7.0,2.1,9.9,12.8,48698,NA,NA,NA
2021-07-20,31.7,26.6,28.7,24.4,77.7,S,8.6,1010.3,Tr,7.0,1.9,0.8,13.2,48698,NA,NA,NA
2021-07-21,32.6,27.3,29.7,23.9,72.1,SSW,8.6,1010.6,0.0,7.0,1.6,7.2,13.2,48698,NA,NA,NA
2021-07-22,32.7,27.3,29.7,24.5,74.3,SSE,12.7,1010.2,0.0,7.0,1.5,9.5,12.5,48698,NA,NA,NA
2021-07-23,32.9,27.3,29.8,24.4,73.8,S,8.8,1009.4,0.0,7.0,1.4,11.1,12.0,48698,NA,NA,NA
2021-07-24,33.0,25.9,28.6,24.1,78.3,SSW,8.1,1010.0,2.6,7.1,1.9,8.1,12.2,48698,NA,NA,NA
2021-07-25,33.2,27.5,29.8,24.0,72.1,S,11.8,1010.1,0.0,6.9,1.1,9.3,13.8,48698,NA,NA,NA
2021-07-26,32.9,27.6,29.9,24.7,75.1,SSE,11.8,1009.7,Tr,7.0,2.5,10.6,13.0,48698,NA,NA,NA
2021-07-27,32.4,27.3,29.4,24.1,73.6,SSW,8.6,1009.4,0.0,6.9,1.6,9.9,13.5,48698,NA,NA,NA
2021-07-28,32.3,27.4,29.6,23.4,70.0,SSW,11.1,1009.1,0.0,7.0,1.1,10.5,13.2,48698,NA,NA,NA
2021-07-29,33.1,27.7,29.6,23.9,72.1,SSW,11.8,1009.8,0.0,6.6,1.8,9.8,14.5,48698,NA,NA,NA
2021-07-30,32.8,28.1,30.1,23.7,69.3,S,11.8,1010.4,0.0,7.0,1.9,9.7,12.2,48698,NA,NA,NA
2021-07-31,33.4,23.9,29.2,24.0,75.7,SSW,12.0,1011.3,10.0,7.0,2.4,9.7,11.2,48698,NA,NA,NA
2021-08-01,31.0,23.6,27.7,23.9,80.9,SW,4.6,1010.7,20.0,7.1,1.8,6.1,12.5,48698,NA,NA,NA
2021-08-01,31.0,23.6,27.7,23.9,80.9,SW,4.6,1010.7,20.0,7.1,1.8,6.1,12.5,48698,NA,NA,NA
2021-08-02,31.6,23.1,28.6,23.2,72.3,SSW,5.3,1010.1,0.0,7.0,1.8,3.3,13.8,48698,NA,NA,NA
2021-08-03,32.9,23.2,27.6,23.9,81.5,S,9.3,1010.8,7.2,7.1,2.2,7.0,10.9,48698,NA,NA,NA
2021-08-04,32.2,23.8,28.2,24.1,80.3,S,9.5,1011.7,1.2,6.9,2.4,7.0,11.5,48698,NA,NA,NA
2021-08-05,31.0,24.5,27.9,24.0,78.3,SSW,7.2,1011.7,0.0,7.0,1.2,0.1,12.8,48698,NA,NA,NA
2021-08-06,32.0,27.6,29.6,24.9,76.3,S,13.4,1010.8,0.0,7.0,2.0,7.9,13.2,48698,NA,NA,NA
2021-08-07,32.3,26.2,28.7,24.8,79.8,SE,10.2,1010.8,Tr,7.0,2.6,5.6,13.2,48698,NA,NA,NA
2021-08-08,32.4,26.1,28.2,24.6,82.7,SE,6.0,1011.0,2.2,7.0,2.8,7.1,10.1,48698,NA,NA,NA
2021-08-09,32.4,24.7,27.3,23.5,79.8,SW,5.8,1010.8,Tr,7.0,1.5,5.0,11.8,48698,NA,NA,NA
2021-08-10,32.6,27.3,29.5,24.1,73.5,SSW,6.9,1009.4,Tr,6.8,1.9,10.7,15.0,48698,NA,NA,NA
2021-08-11,32.5,27.6,29.2,24.4,76.4,SSW,9.3,1009.7,0.6,7.0,1.8,10.2,13.2,48698,NA,NA,NA
2021-08-12,31.5,25.3,28.6,24.2,78.8,SSW,9.5,1011.3,4.0,7.0,2.6,7.5,11.2,48698,NA,NA,NA
2021-08-13,32.2,24.9,28,23.9,77.5,SSW,6.7,1010.9,3.6,7.0,2.1,6.9,12.2,48698,NA,NA,NA
2021-08-14,31.3,26.1,27.8,24.3,81.1,SE,6.9,1009.6,4.2,6.9,1.9,3.6,11.8,48698,NA,NA,NA
2021-08-15,31.3,23.6,27.6,24.1,81.5,SSE,5.3,1009.8,13.0,7.0,2.6,4.9,11.6,48698,NA,NA,NA
2021-08-16,31.3,24.5,27.3,23.9,82.5,E,7.9,1011.6,3.2,7.1,3.1,8.7,12.0,48698,NA,NA,NA
2021-08-17,32.3,25.4,27.6,23.9,82.0,NNE,6.9,1012.0,4.6,7.1,2.0,6.4,14.4,48698,NA,NA,NA
2021-08-18,30.5,25.3,26.7,23.6,83.4,W,5.3,1011.3,3.2,7.2,3.4,2.4,12.4,48698,NA,NA,NA
2021-08-19,30.9,23.1,26.4,22.7,79.9,WNW,5.3,1010.3,29.4,7.2,2.5,0.0,11.2,48698,NA,NA,NA
2021-08-20,31.7,21.9,27.1,22.7,80.1,WNW,7.2,1010.3,72.0,7.4,1.9,7.1,10.8,48698,NA,NA,NA
2021-08-21,29.5,22.0,26.2,23.8,85.7,SW,5.1,1010.9,0.8,7.1,2.4,0.0,10.4,48698,NA,NA,NA
2021-08-22,29.6,25.4,27.9,23.4,78.0,S,13.2,1010.6,Tr,7.1,2.0,2.5,13.8,48698,NA,NA,NA
2021-08-23,31.0,22.9,26.1,23.8,86.6,SSW,4.9,1010.3,15.0,7.2,1.9,0.7,9.9,48698,NA,NA,NA
2021-08-24,30.5,24.2,27.1,24.0,85.7,S,7.6,1010.3,13.0,7.4,2.5,5.2,10.4,48698,NA,NA,NA
2021-08-25,27.6,23.7,25.7,23.3,85.4,SSW,8.3,1010.2,0.4,7.2,2.6,0.0,12.6,48698,NA,NA,NA
2021-08-26,30.6,24.3,27.1,22.9,77.5,S,9.0,1009.5,Tr,7.0,1.9,0.6,12.6,48698,NA,NA,NA
2021-08-27,31.4,23.9,27.7,24.2,81.7,SSE,7.2,1008.9,18.0,7.0,2.2,6.0,12.5,48698,NA,NA,NA
2021-08-28,31.5,26.3,28.5,23.9,76.9,SSE,11.8,1008.6,Tr,7.0,2.2,6.3,14.9,48698,NA,NA,NA
2021-08-29,31.8,25.2,28.2,24.3,81.1,S,12.0,1008.3,10.0,7.0,1.8,10.5,13.8,48698,NA,NA,NA
2021-08-30,31.0,23.5,25,24.0,93.7,WNW,3.9,1009.4,49.0,7.4,2.8,4.7,8.8,48698,NA,NA,NA
2021-08-31,30.2,23.4,26.5,23.9,85.4,SW,6.3,1010.0,18.2,7.4,2.4,0.1,11.8,48698,NA,NA,NA
2021-08-31,30.2,23.4,26.5,23.9,85.4,SW,6.3,1010.0,18.2,7.4,2.4,0.1,11.8,48698,NA,NA,NA
2021-09-01,31.8,23.9,28.1,23.4,76.1,SW,7.4,1010.0,Tr,7.0,2.0,1.7,14.6,48698,NA,NA,NA
2021-09-01,31.8,23.9,28.1,23.4,76.1,SW,7.4,1010.0,Tr,7.0,2.0,1.7,14.6,48698,NA,NA,NA
2021-09-02,31.9,22.9,26.5,23.5,86.4,SW,7.6,1010.6,70.0,7.6,2.8,5.0,11.7,48698,NA,NA,NA
2021-09-03,30.9,24.3,27,23.1,78.7,SSE,5.6,1010.3,0.2,7.2,2.0,0.0,14.0,48698,NA,NA,NA
2021-09-04,31.9,26.4,28.9,23.3,72.6,SE,10.9,1009.9,0.0,7.0,1.4,9.4,15.0,48698,NA,NA,NA
2021-09-05,32.2,25.9,28.5,24.0,77.2,SE,10.2,1009.9,Tr,7.0,2.2,9.1,14.5,48698,NA,NA,NA
2021-09-06,32.6,26.4,28.7,24.1,76.4,SE,8.8,1010.5,0.0,7.0,2.5,9.0,14.0,48698,NA,NA,NA
2021-09-07,32.9,23.0,27.7,24.1,82.2,WSW,5.8,1010.8,30.0,7.0,2.6,6.6,12.2,48698,NA,NA,NA
2021-09-08,32.7,22.5,28.6,22.3,69.8,SW,8.1,1010.2,16.0,7.1,1.2,8.5,13.5,48698,NA,NA,NA
2021-09-09,31.0,26.5,28.7,23.1,72.1,SSW,7.4,1010.4,0.2,7.0,1.6,5.3,13.4,48698,NA,NA,NA
2021-09-10,31.6,23.6,28.4,23.7,77.1,SSW,8.8,1010.6,17.0,7.0,2.0,6.1,12.8,48698,NA,NA,NA
2021-09-11,30.9,24.5,28,23.3,75.3,SSW,7.2,1010.0,0.0,7.0,2.4,4.2,12.2,48698,NA,NA,NA
2021-09-12,31.8,27.2,29.2,24.6,76.7,S,9.3,1008.7,0.0,7.0,2.2,6.3,12.9,48698,NA,NA,NA
2021-09-13,32.0,25.7,28,23.3,76.5,WNW,5.6,1009.2,0.8,7.4,2.2,4.8,10.9,48698,NA,NA,NA
2021-09-14,29.8,25.4,27.9,23.7,77.9,S,6.0,1010.5,3.0,7.1,2.0,0.0,12.0,48698,NA,NA,NA
2021-09-15,31.4,26.6,28.5,24.1,77.2,SSE,10.2,1011.0,Tr,7.2,1.6,0.2,14.2,48698,NA,NA,NA
2021-09-16,32.5,26.9,28.9,24.5,77.7,SE,13.4,1010.3,0.0,7.0,2.1,7.8,14.9,48698,NA,NA,NA
2021-09-17,32.5,26.7,29.1,24.4,76.1,ESE,11.4,1009.6,0.0,6.8,2.4,8.2,14.1,48698,NA,NA,NA
2021-09-18,32.8,27.0,29.2,24.1,74.9,ESE,12.3,1009.3,0.0,7.0,2.4,11.2,13.2,48698,NA,NA,NA
2021-09-19,32.7,27.1,28.6,24.0,77.4,S,10.0,1010.6,Tr,7.0,2.1,8.2,13.0,48698,NA,NA,NA
2021-09-20,31.3,26.1,28.4,24.0,77.1,SW,6.3,1010.8,0.0,7.0,1.5,1.1,13.2,48698,NA,NA,NA
2021-09-21,32.1,27.2,29.4,24.0,72.8,S,10.2,1009.4,Tr,6.9,1.8,10.6,12.5,48698,NA,NA,NA
2021-09-22,32.4,25.8,29,23.6,73.8,SSW,9.0,1009.5,0.4,7.0,3.1,7.6,12.5,48698,NA,NA,NA
2021-09-23,32.1,24.3,28.7,24.0,76.6,SSW,7.4,1009.8,7.0,7.0,1.8,9.2,13.5,48698,NA,NA,NA
2021-09-24,31.7,26.5,29.4,24.4,74.9,S,9.0,1009.8,0.0,7.0,2.2,10.6,13.5,48698,NA,NA,NA
2021-09-25,32.8,27.0,29,24.6,78.3,SE,6.3,1008.9,0.6,7.0,2.4,6.5,12.4,48698,NA,NA,NA
2021-09-26,32.9,26.7,28.8,24.7,79.4,ESE,8.1,1007.8,10.0,7.0,2.5,7.6,11.1,48698,NA,NA,NA
2021-09-27,33.3,23.5,28.6,24.3,79.3,NNE,9.3,1008.5,15.0,7.0,3.3,9.4,10.5,48698,NA,NA,NA
2021-09-28,33.0,24.6,27.5,24.0,81.7,NNW,4.6,1008.5,5.0,7.1,2.0,5.8,12.0,48698,NA,NA,NA
2021-09-29,32.4,24.6,27.6,24.4,84.2,SW,4.6,1008.8,2.0,6.9,2.4,4.8,9.5,48698,NA,NA,NA
2021-09-30,32.6,24.5,27.9,24.2,82.7,WSW,5.1,1009.4,45.0,7.4,3.1,8.3,11.5,48698,NA,NA,NA
2021-10-01,29.9,25.1,27.2,24.3,83.4,SSW,6.9,1010.0,2.2,7.2,2.0,0.0,11.8,48698,NA,NA,NA
2021-10-01,29.9,25.1,27.2,24.3,83.4,SSW,6.9,1010.0,2.2,7.2,2.0,0.0,11.8,48698,NA,NA,NA
2021-10-02,30.6,23.4,25.6,23.1,87.4,W,6.5,1010.9,59.4,7.6,1.9,1.1,9.6,48698,NA,NA,NA
2021-10-03,31.4,24.5,27.8,23.8,78.8,E,5.1,1009.8,0.0,7.0,1.2,0.0,11.9,48698,NA,NA,NA
2021-10-04,32.8,26.1,28.9,24.0,75.8,SSE,7.4,1008.7,0.0,7.0,1.5,4.8,12.5,48698,NA,NA,NA
2021-10-05,32.5,27.0,29.2,24.5,77.6,SE,6.5,1008.2,7.0,7.2,1.5,9.4,13.5,48698,NA,NA,NA
2021-10-06,32.7,23.2,28.7,24.1,75.6,W,5.3,1007.6,Tr,7.1,2.0,0.5,13.2,48698,NA,NA,NA
2021-10-07,33.8,27.3,30.3,22.8,64.8,WNW,9.7,1007.2,0.4,7.0,1.8,8.8,13.4,48698,NA,NA,NA
2021-10-08,33.7,27.3,29.9,24.2,72.8,SW,8.6,1008.3,0.0,7.1,1.8,5.6,13.5,48698,NA,NA,NA
2021-10-09,32.8,27.9,29.9,24.2,72.4,S,12.0,1008.8,0.0,6.9,1.5,11.1,15.8,48698,NA,NA,NA
2021-10-10,33.3,28.1,29.8,25.3,78.0,SSE,10.0,1008.3,Tr,7.0,2.2,10.5,12.0,48698,NA,NA,NA
2021-10-11,32.1,23.9,27.9,23.9,80.1,SW,6.0,1008.4,28.2,7.1,1.1,2.9,12.2,48698,NA,NA,NA
2021-10-12,32.7,27.7,30,24.3,72.2,SSW,7.4,1007.1,0.0,7.0,1.5,9.8,14.0,48698,NA,NA,NA
2021-10-13,33.0,27.7,29.6,25.5,79.5,SSE,5.6,1007.4,5.0,7.0,2.0,5.8,11.5,48698,NA,NA,NA
2021-10-14,32.7,27.7,29.5,24.9,76.7,SSW,9.7,1007.3,Tr,7.0,1.8,7.6,11.8,48698,NA,NA,NA
2021-10-15,32.6,26.3,29.4,24.3,74.5,SSW,8.8,1007.2,0.0,7.0,1.9,8.9,11.2,48698,NA,NA,NA
2021-10-16,33.2,26.4,29.9,25.3,77.0,S,10.2,1007.3,0.0,6.9,2.0,9.6,11.8,48698,NA,NA,NA
2021-10-17,32.8,27.1,29.5,25.0,78.1,E,7.4,1008.5,0.0,7.0,1.6,8.0,12.9,48698,NA,NA,NA
2021-10-18,33.0,25.2,27.3,23.8,82.1,NNW,4.4,1010.2,2.2,7.2,1.5,6.0,9.5,48698,NA,NA,NA
2021-10-19,30.4,26.0,28.2,24.4,80.3,S,6.3,1012.5,0.6,7.0,1.6,3.7,11.8,48698,NA,NA,NA
2021-10-20,32.3,25.2,28.1,24.6,83.3,E,9.0,1012.7,37.0,7.2,2.4,9.9,10.9,48698,NA,NA,NA
2021-10-21,30.7,23.5,26.5,23.8,84.0,WNW,5.6,1012.6,6.0,7.0,1.9,1.7,11.5,48698,NA,NA,NA
2021-10-22,32.1,25.8,27.5,24.1,82.3,N,5.6,1011.9,0.0,7.0,1.5,6.4,13.5,48698,NA,NA,NA
2021-10-23,32.3,25.5,27.7,24.4,83.3,SSE,5.6,1012.2,5.0,7.0,1.8,3.7,8.4,48698,NA,NA,NA
2021-10-24,31.5,24.9,27.8,24.0,80.0,N,5.6,1011.4,Tr,7.0,2.0,4.8,11.1,48698,NA,NA,NA
2021-10-25,33.3,25.4,27.6,23.8,80.2,NW,6.0,1010.3,12.0,7.0,2.2,5.8,10.8,48698,NA,NA,NA
2021-10-26,31.7,24.7,27.6,24.7,84.6,NNW,5.1,1009.3,5.0,7.0,1.8,6.0,7.7,48698,NA,NA,NA
2021-10-27,33.1,25.1,28.6,24.6,79.7,NNW,6.3,1009.7,4.0,7.0,2.1,9.2,11.2,48698,NA,NA,NA
2021-10-28,33.1,25.5,29.3,24.1,75.7,SSW,6.7,1009.6,Tr,7.0,1.8,10.4,13.5,48698,NA,NA,NA
2021-10-29,31.4,26.4,28.2,24.0,77.0,SSE,6.9,1011.1,Tr,7.1,1.6,0.8,12.4,48698,NA,NA,NA
2021-10-30,32.2,25.5,28.9,24.4,77.2,ESE,10.4,1011.3,1.0,7.0,1.9,4.4,13.8,48698,NA,NA,NA
2021-10-31,32.3,26.0,28.4,24.7,82.3,NNW,5.8,1011.2,4.6,7.1,2.2,7.9,11.5,48698,NA,NA,NA
2021-10-31,32.3,26.0,28.4,24.7,82.3,NNW,5.8,1011.2,4.6,7.1,2.2,7.9,11.5,48698,NA,NA,NA
2021-11-01,32.8,25.4,26.9,24.4,86.5,NNW,5.1,1011.1,20.2,7.0,2.8,7.0,9.9,48698,NA,NA,NA
2021-11-01,32.8,25.4,26.9,24.4,86.5,NNW,5.1,1011.1,20.2,7.0,2.8,7.0,9.9,48698,NA,NA,NA
2021-11-02,32.3,25.1,26.9,24.0,84.8,NNW,4.9,1010.5,6.8,7.0,2.0,2.9,11.0,48698,NA,NA,NA
2021-11-03,32.4,24.4,26.1,23.8,87.3,NNW,5.6,1010.2,39.8,7.6,2.5,4.0,10.0,48698,NA,NA,NA
2021-11-04,30.9,25.7,27.8,24.6,83.5,WNW,3.9,1009.6,0.2,7.0,2.5,3.7,10.1,48698,NA,NA,NA
2021-11-05,32.7,24.1,26.9,24.0,86.0,NNW,6.5,1009.0,30.2,7.1,2.6,5.5,10.0,48698,NA,NA,NA
2021-11-06,31.8,24.6,26.4,24.4,87.8,NNW,3.9,1007.8,3.0,7.0,2.2,4.6,9.9,48698,NA,NA,NA
2021-11-07,32.5,25.0,27.5,25.0,88.4,NW,6.3,1006.7,14.0,7.0,2.8,8.1,8.4,48698,NA,NA,NA
2021-11-08,31.4,24.5,27.2,24.8,86.3,NNE,5.8,1007.8,1.0,7.0,1.6,2.5,10.5,48698,NA,NA,NA
2021-11-09,31.6,25.9,28.3,25.2,82.8,N,4.6,1007.9,0.2,7.0,1.9,0.6,12.1,48698,NA,NA,NA
2021-11-10,32.8,24.3,26.3,23.8,88.5,NNW,6.3,1008.5,22.0,7.1,2.5,6.4,9.8,48698,NA,NA,NA
2021-11-11,31.4,24.3,26.3,23.8,85.6,WNW,6.7,1008.8,19.2,7.5,2.6,0.0,9.2,48698,NA,NA,NA
2021-11-12,32.0,23.6,27.7,23.6,80.3,W,6.3,1009.1,2.2,7.2,2.1,3.1,12.0,48698,NA,NA,NA
2021-11-13,33.4,24.2,27.9,23.7,80.3,WSW,5.8,1009.8,1.0,7.2,1.8,7.4,13.4,48698,NA,NA,NA
2021-11-14,32.2,25.1,28,24.1,78.6,WSW,4.9,1009.7,Tr,7.0,2.0,0.4,12.8,48698,NA,NA,NA
2021-11-15,32.9,26.4,28.5,24.7,82.7,ENE,6.9,1009.1,1.0,7.1,2.0,6.6,12.1,48698,NA,NA,NA
2021-11-16,32.4,25.4,27.6,24.6,82.4,SE,6.7,1008.2,0.2,7.0,1.5,4.2,10.7,48698,NA,NA,NA
2021-11-17,33.2,26.5,29.2,24.5,76.8,ENE,7.9,1008.6,0.8,7.0,2.5,9.1,13.2,48698,NA,NA,NA
2021-11-18,32.6,23.9,27.5,24.5,85.4,NNE,6.0,1008.7,46.0,7.1,2.4,6.0,10.9,48698,NA,NA,NA
2021-11-19,31.7,23.4,28.2,23.6,76.9,WNW,3.9,1007.5,0.0,7.0,1.4,3.7,12.8,48698,NA,NA,NA
2021-11-20,32.1,23.9,27.3,24.3,84.7,NW,4.9,1007.3,6.8,7.1,3.6,4.6,9.6,48698,NA,NA,NA
2021-11-21,31.2,24.3,28,25.1,84.4,NNW,5.1,1007.9,11.0,6.9,2.0,0.0,10.6,48698,NA,NA,NA
2021-11-22,32.8,24.4,26.9,24.4,86.4,NNW,5.3,1008.7,4.4,7.0,2.8,6.1,10.4,48698,NA,NA,NA
2021-11-23,31.9,25.4,28.3,24.6,82.5,NNE,5.6,1008.0,6.0,7.1,2.2,7.7,12.8,48698,NA,NA,NA
2021-11-24,31.7,24.2,25.4,23.3,88.4,NNW,3.9,1009.4,33.0,7.4,1.4,3.5,9.5,48698,NA,NA,NA
2021-11-25,31.7,23.0,26.6,24.1,85.3,NNW,3.0,1009.1,0.2,7.2,1.2,0.0,10.4,48698,NA,NA,NA
2021-11-26,32.8,25.2,28.2,23.2,75.4,NNW,7.6,1009.2,0.0,7.0,2.0,4.8,14.1,48698,NA,NA,NA
2021-11-27,32.6,25.2,28.7,23.2,73.2,NNW,5.8,1009.3,0.0,7.0,1.6,9.1,15.4,48698,NA,NA,NA
2021-11-28,33.0,22.8,27.5,24.0,83.0,NW,4.6,1009.1,48.0,7.1,2.4,3.7,10.4,48698,NA,NA,NA
2021-11-29,33.1,26.6,29.5,23.3,69.8,WNW,6.7,1008.3,0.0,7.0,1.6,6.8,13.0,48698,NA,NA,NA
2021-11-30,33.9,26.1,30.4,22.4,63.4,WNW,6.7,1008.2,Tr,7.0,1.5,10.8,13.0,48698,NA,NA,NA
2021-12-01,33.9,26.6,29.6,23.2,69.4,S,6.5,1008.6,0.2,7.0,1.2,10.9,15.0,48698,----,NA,----
2021-12-01,33.9,26.6,29.6,23.2,69.4,S,6.5,1008.6,0.2,7.0,1.2,10.9,15.0,48698,NA,NA,NA
2021-12-02,33.9,23.9,28.4,24.3,81.4,ENE,8.6,1009.5,14.0,7.2,2.2,8.7,11.1,48698,----,NA,----
2021-12-03,31.5,22.9,26.3,23.4,82.7,N,5.1,1011.3,0.2,7.0,1.8,0.0,11.6,48698,----,NA,----
2021-12-04,32.0,25.5,27.5,22.9,77.0,NNW,8.8,1011.6,0.0,7.0,1.8,3.2,13.2,48698,----,NA,----
2021-12-05,31.2,25.9,27.7,23.8,80.0,N,8.3,1011.2,Tr,7.0,2.2,5.7,10.5,48698,----,NA,----
2021-12-06,30.7,25.9,27.6,22.9,76.3,N,8.1,1010.8,0.0,7.0,1.2,4.5,12.2,48698,----,NA,----
2021-12-07,31.5,25.7,28.1,23.2,75.4,NNE,10.7,1010.6,0.0,7.0,2.5,5.9,12.2,48698,----,NA,----
2021-12-08,31.8,25.9,28.2,23.5,76.3,NNE,10.7,1011.0,Tr,6.9,2.2,10.2,12.2,48698,----,NA,----
2021-12-09,31.4,25.6,28.3,23.6,76.1,NNE,11.8,1011.1,0.0,7.0,1.6,7.3,13.8,48698,----,NA,----
2021-12-10,32.0,26.1,28.3,23.5,76.0,NNE,10.9,1010.9,0.0,7.0,2.2,8.7,12.5,48698,----,NA,----
2021-12-11,31.9,25.1,26.9,24.3,87.9,N,7.9,1011.5,7.8,7.6,2.2,5.3,7.9,48698,----,NA,----
2021-12-12,31.2,25.6,26.7,24.2,86.1,N,6.3,1011.4,6.6,7.4,2.8,4.5,10.9,48698,----,NA,----
2021-12-13,29.7,25.2,26.8,24.0,84.4,N,8.6,1010.5,0.2,7.0,3.2,0.5,12.8,48698,----,NA,----
2021-12-14,30.8,25.8,27.2,23.2,78.7,NNE,10.4,1009.3,Tr,7.0,2.4,5.3,12.6,48698,----,NA,----
2021-12-15,31.7,26.0,28.2,23.5,77.7,NNW,7.9,1009.0,0.0,6.9,2.5,5.2,11.4,48698,----,NA,----
2021-12-16,31.9,26.1,28,23.7,77.8,NNW,6.5,1008.7,0.6,6.9,2.1,6.1,13.0,48698,----,NA,----
2021-12-17,33.3,25.5,28.6,24.1,77.2,W,7.8,1008.1,2.4,7.0,3.1,8.7,12.0,48698,----,NA,----
2021-12-18,31.7,25.5,27.6,24.1,81.8,W,6.8,1008.7,11.6,7.0,2.9,6.6,12.2,48698,----,NA,----
2021-12-19,31.6,23.9,27,23.8,84.0,NNW,6.5,1010.0,57.0,7.1,3.2,6.4,11.5,48698,----,NA,----
2021-12-20,31.4,24.9,27.7,23.3,78.0,NNW,7.1,1011.4,Tr,7.0,1.2,1.5,13.0,48698,----,NA,----
2021-12-21,31.9,25.8,28.2,24.1,79.4,NE,8.4,1011.5,0.0,7.0,1.8,3.0,13.0,48698,----,NA,----
2021-12-22,32.0,26.3,28.2,24.5,81.2,ENE,9.5,1011.3,Tr,7.0,2.4,9.5,12.5,48698,----,NA,----
2021-12-23,32.4,25.9,27.7,24.1,81.7,N,6.6,1010.6,Tr,7.0,2.5,4.4,9.6,48698,----,NA,196
2021-12-24,31.0,25.6,27.5,24.8,85.6,NE,5.6,1010.4,3.2,7.0,3.3,1.1,10.0,48698,----,NA,588
2021-12-25,31.3,26.0,27.6,24.6,84.3,NE,11.1,1010.4,8.2,7.0,2.6,16.5,11.8,48698,----,NA,----
2021-12-26,31.3,25.7,28,24.2,80.7,NNE,9.6,1011.5,0.0,7.0,2.1,4.2,11.0,48698,----,NA,----
2021-12-27,31.9,25.7,28.2,23.9,78.4,NNE,10.2,1012.1,----,7.0,1.6,8.3,11.6,48698,----,NA,----
2021-12-28,32.5,20.0,28.3,23.3,75.5,NNE,11.3,1011.7,----,6.9,1.4,9.4,12.8,48698,----,NA,----
2021-12-29,32.4,25.5,28.1,23.6,77.4,NNE,9.5,1010.7,Tr,7.0,1.8,10.6,12.5,48698,----,NA,----
2021-12-30,31.8,25.8,28.1,24.1,79.8,NNE,7.5,1010.7,0.6,7.0,1.6,7.8,12.6,48698,----,NA,----
2021-12-31,31.0,25.6,27.5,24.4,84.3,NNE,8.3,1011.0,3.6,7.1,3.6,1.6,11.5,48698,142.7,NA,----
2022-01-01,29.3,23.2,25.5,23.5,88.9,NNE,7.2,1011.3,15.6,7.4,3.5,0.0,9.5,48698,NA,NA,----
2022-01-01,29.3,23.2,25.5,23.5,88.9,NNE,7.2,1011.3,15.6,7.4,3.5,0.0,9.5,48698,----,NA,----
2022-01-02,30.1,23.3,25,23.6,92.8,NNW,4.9,1011.0,58.0,7.8,3.9,3.9,7.0,48698,NA,NA,----
2022-01-03,29.8,23.5,24.9,23.1,89.3,NNW,4.6,1010.3,6.0,7.6,2.7,---,10.4,48698,NA,NA,900
2022-01-04,30.5,23.9,26.6,23.6,84.1,NW,7.2,1010.5,6.0,7.0,3.4,4.3,11.2,48698,NA,NA,----
2022-01-05,31.8,25.0,26.9,23.8,84.2,NNW,6.3,1010.8,3.4,7.0,2.0,4.0,11.3,48698,NA,NA,----
2022-01-06,32.3,25.4,27.9,23.7,79.4,N,7.3,1010.9,1.0,7.0,3.0,6.9,12.4,48698,NA,NA,----
